Organization,Orgn,District,Dist,Type,Desc,Des,TotalHH,Status,DaysSinceQuake,Population,Death,Injuries,PrivPop_Full,PrivPop_Partial,PrivProp
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),65,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,1533,Completed,27,336067,679,1218,81313,3092,84405
OXFAM,OXFAM,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,1371,Completed,1,336067,679,1218,81313,3092,84405
OXFAM,OXFAM,Gorkha,Gorkha,Non-Food Items,Blankets,Blankets,1138,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,425,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,10,Completed,1,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Gorkha,Gorkha,Non-Food Items,Blankets,Blankets,686,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Gorkha,Gorkha,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),480,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,686,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Bhaktapur,Bhaktapur,Non-Food Items,Tarpaulin,Tarpaulin,100,Completed,9,304651,333,2101,18900,9054,27954
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,1114,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,1114,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,738,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,738,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,5,Completed,1,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,5,Completed,1,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,477,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,477,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,200,Completed,29,304651,333,2101,18900,9054,27954
OXFAM,OXFAM,Bhaktapur,Bhaktapur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),15,Ongoing / In Country Stock,1,304651,333,2101,18900,9054,27954
OXFAM,OXFAM,Bhaktapur,Bhaktapur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),12,Ongoing / In Country Stock,1,304651,333,2101,18900,9054,27954
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,955,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,955,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,250,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),100,Ongoing / In Country Stock,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,250,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,1,Completed,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Gorkha,Gorkha,Non-Food Items,Blankets,Blankets,855,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Gorkha,Gorkha,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),460,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,855,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,1764,Completed,24,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),617,Ongoing / In Country Stock,1,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),617,Ongoing / In Country Stock,1,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,515,Completed,9,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),120,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),120,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,635,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,635,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,1051,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,1051,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,101,Completed,1,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,19,Completed,1,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),90,Ongoing / In Country Stock,1,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),90,Ongoing / In Country Stock,1,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Gorkha,Gorkha,Non-Food Items,Blankets,Blankets,650,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Gorkha,Gorkha,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),650,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,650,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,135,Completed,7,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),15,Ongoing / In Country Stock,1,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),15,Ongoing / In Country Stock,1,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),22,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),22,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,350,Completed,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,2249,Completed,23,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),967,Ongoing / In Country Stock,1,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),967,Ongoing / In Country Stock,1,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,225,Completed,9,304651,333,2101,18900,9054,27954
OXFAM,OXFAM,Bhaktapur,Bhaktapur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),29,Ongoing / In Country Stock,1,304651,333,2101,18900,9054,27954
OXFAM,OXFAM,Bhaktapur,Bhaktapur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),29,Ongoing / In Country Stock,1,304651,333,2101,18900,9054,27954
OXFAM,OXFAM,Gorkha,Gorkha,Non-Food Items,Blankets,Blankets,615,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,615,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,325,Completed,30,304651,333,2101,18900,9054,27954
OXFAM,OXFAM,Bhaktapur,Bhaktapur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),53,Ongoing / In Country Stock,1,304651,333,2101,18900,9054,27954
OXFAM,OXFAM,Bhaktapur,Bhaktapur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),53,Ongoing / In Country Stock,1,304651,333,2101,18900,9054,27954
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),296,Ongoing / In Country Stock,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),200,Ongoing / In Country Stock,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,1034,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,676,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,676,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Gorkha,Gorkha,Non-Food Items,Blankets,Blankets,952,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Gorkha,Gorkha,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),937,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,952,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,966,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),351,Ongoing / In Country Stock,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),150,Ongoing / In Country Stock,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,966,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),14,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),14,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),177,Ongoing / In Country Stock,1,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),177,Ongoing / In Country Stock,1,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),362,Ongoing / In Country Stock,1,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),362,Ongoing / In Country Stock,1,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),189,Ongoing / In Country Stock,1,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),189,Ongoing / In Country Stock,1,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Dhading,Dhading,Cash,Other Cash,Other Cash,255,Ongoing / In Country Stock,1,336067,679,1218,81313,3092,84405
OXFAM,OXFAM,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,1696,Completed,21,336067,679,1218,81313,3092,84405
OXFAM,OXFAM,Dhading,Dhading,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),709,Ongoing / In Country Stock,1,336067,679,1218,81313,3092,84405
OXFAM,OXFAM,Dhading,Dhading,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),709,Ongoing / In Country Stock,1,336067,679,1218,81313,3092,84405
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,745,Completed,29,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),21,Ongoing / In Country Stock,1,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),21,Ongoing / In Country Stock,1,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Gorkha,Gorkha,Non-Food Items,Blankets,Blankets,934,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Gorkha,Gorkha,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),901,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,934,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Bhaktapur,Bhaktapur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),12,Ongoing / In Country Stock,1,304651,333,2101,18900,9054,27954
OXFAM,OXFAM,Bhaktapur,Bhaktapur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),12,Ongoing / In Country Stock,1,304651,333,2101,18900,9054,27954
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,698,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),161,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),200,Ongoing / In Country Stock,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,698,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),22,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),22,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,615,Completed,1,271061,449,952,59527,13428,72955
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,599,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),179,Ongoing / In Country Stock,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),150,Ongoing / In Country Stock,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,599,Completed,1,287798,3553,1569,63885,2751,66636
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),3,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),3,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,900,Completed,19,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),270,Ongoing / In Country Stock,1,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),270,Ongoing / In Country Stock,1,277471,1109,1050,75562,4200,79762
OXFAM,OXFAM,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,22,Completed,1,468132,180,3051,17444,8064,25508
OXFAM,OXFAM,Dhading,Dhading,Cash,Other Cash,Other Cash,542,Ongoing / In Country Stock,1,336067,679,1218,81313,3092,84405
OXFAM,OXFAM,Dhading,Dhading,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),474,Ongoing / In Country Stock,1,336067,679,1218,81313,3092,84405
OXFAM,OXFAM,Dhading,Dhading,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),474,Ongoing / In Country Stock,1,336067,679,1218,81313,3092,84405
OXFAM,OXFAM,Dhading,Dhading,Shelter,Tarpaulin,Tarpaulin,973,Completed,1,336067,679,1218,81313,3092,84405
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),4,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
OXFAM,OXFAM,Kathmandu,Kathmandu,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),4,Ongoing / In Country Stock,1,1744240,1229,7950,43805,55131,98936
Peace Winds Japan,Peace Winds Japan,Lalitpur,Lalitpur,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),10,Completed,25,468132,180,3051,17444,8064,25508
Peace Winds Japan,Peace Winds Japan,Lalitpur,Lalitpur,Shelter,Tool Kits,Tool Kits,40,Completed,25,468132,180,3051,17444,8064,25508
Peace Winds Japan,Peace Winds Japan,Sindhupalchok,Sindhupalchok,Shelter,Tool Kits,Tool Kits,1030,Completed,37,287798,3553,1569,63885,2751,66636
Peace Winds Japan,Peace Winds Japan,Sindhupalchok,Sindhupalchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),1030,Ongoing / In Country Stock,67,287798,3553,1569,63885,2751,66636
People in Need,People in Need,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,390,Completed,7,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,172,Completed,16,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,177,Completed,11,271061,449,952,59527,13428,72955
People in Need,People in Need,Sindhupalchok,Sindhupalchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),695,Completed,54,287798,3553,1569,63885,2751,66636
People in Need,People in Need,Sindhupalchok,Sindhupalchok,Shelter,Tool Kits,Tool Kits,695,Completed,75,287798,3553,1569,63885,2751,66636
People in Need,People in Need,Sindhupalchok,Sindhupalchok,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),900,Completed,11,287798,3553,1569,63885,2751,66636
People in Need,People in Need,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,958,Completed,11,287798,3553,1569,63885,2751,66636
People in Need,People in Need,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),110,Completed,47,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,240,Completed,47,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),130,Completed,47,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Non-Food Items,Blankets,Blankets,90,Completed,25,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,226,Completed,26,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,253,Completed,46,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),233,Ongoing / In Country Stock,51,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),204,Ongoing / In Country Stock,44,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,250,Completed,41,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,372,Completed,12,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,203,Completed,14,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,415,Completed,7,271061,449,952,59527,13428,72955
People in Need,People in Need,Sindhupalchok,Sindhupalchok,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),575,Completed,11,287798,3553,1569,63885,2751,66636
People in Need,People in Need,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,575,Completed,11,287798,3553,1569,63885,2751,66636
People in Need,People in Need,Sindhupalchok,Sindhupalchok,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),585,Completed,75,287798,3553,1569,63885,2751,66636
People in Need,People in Need,Sindhupalchok,Sindhupalchok,Shelter,Tool Kits,Tool Kits,585,Completed,75,287798,3553,1569,63885,2751,66636
People in Need,People in Need,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,915,Ongoing / In Country Stock,81,287798,3553,1569,63885,2751,66636
People in Need,People in Need,Sindhupalchok,Sindhupalchok,Non-Food Items,Household kits (excluding tarpaulins),Household kits (excluding tarpaulins),1032,Completed,8,287798,3553,1569,63885,2751,66636
People in Need,People in Need,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,1032,Completed,8,287798,3553,1569,63885,2751,66636
People in Need,People in Need,Gorkha,Gorkha,Shelter,Tarpaulin,Tarpaulin,538,Completed,10,271061,449,952,59527,13428,72955
People in Need,People in Need,Gorkha,Gorkha,Shelter,Tool Kits,Tool Kits,309,Completed,41,271061,449,952,59527,13428,72955
